Date,Title,Content,Link
29/9/2021,ICAC signs MoU with FRC to enhance collaboration in upholding the integrity of the financial market,"The Independent Commission Against Corruption (ICAC) and the Financial Reporting Council (FRC) today (September 29) entered into a Memorandum of Understanding (MoU) which signified the Commission’s continual efforts to enhance collaboration with financial regulators in the fight against corruption, illicit activities and malpractices.Speaking at the MoU signing ceremony, ICAC Commissioner Mr Simon Peh Yun-lu said close collaboration with financial regulators helped maximise the concerted efforts in combating corruption, illicit activities and malpractice in the financial market, strengthen ethical governance of listed companies, and enhance good conduct of related professionals and corporate executives.Apart from their respective duties in curbing corruption and illicit activities relating to listed companies and in maintaining the audit quality and integrity of financial reporting by listed entities, the ICAC and the FRC shared a common mission to foster high ethical business and professional standards as well as to sustain an open, clean and fair business environment in Hong Kong to ensure the trust of stakeholders in the financial system, said Mr Peh.“The signing of the MoU marks an important milestone for closer collaboration between the ICAC and the FRC. In addition to signifying the two organisations’ determination in upholding the integrity of the financial market, it also sets out the framework for cooperation and collaboration and provides guidance on matters such as referral of cases, joint investigations, exchange of information and mutual investigative assistance,” Mr Peh added.FRC Chairman Dr Kelvin Wong said: “The MoU has strengthened the spectrum of regulatory collaboration between the FRC and the ICAC. It will enable us to expand and expedite our cooperation on case referrals, joint operations on investigations, training and exchange of information. Through the MoU, I am confident that we will achieve our mutual goal of combating misconduct in Hong Kong’s financial markets, thereby maintaining Hong Kong’s reputation as a fair and competitive international financial centre.”The ICAC and the FRC have established regular liaison before the signing of the MoU. In April this year, the ICAC organised the first capacity building programme for the FRC. The Investigative Training Course was attended by over 20 staff members of the FRC.",https://www.icac.org.hk/en/press/index_id_1190.html
29/9/2021,Ex-manager of lighting product company charged by ICAC jailed for 56 months over $12m fraud,"A former manager of a lighting product company, charged by the ICAC, was today (September 29) sentenced to 56 months’ imprisonment at the District Court for defrauding his then employer by concealing his wife’s interest in a trading company when handling transactions between the two companies involving sums of discount and subsidy totalling about $12 million.Leung Chun-hei, 41, former senior sales manager of Philips Lighting Hong Kong Limited (Philips Lighting), earlier pleaded guilty to one count of fraud, contrary to Section 16A(1) of the Theft Ordinance.In sentencing, Judge Mrs Adriana Noelle Tse Ching said the defendant had intentionally and premeditatedly deceived the company. His acts constituted a breach of trust and were no different from theft.The ICAC investigation arose from a corruption complaint. Subsequent enquiries revealed the above offence.The court heard that Philips Electronics Hong Kong Limited (Philips Electronics) was a company which supplied electronic products, including lighting products. The defendant joined Philips Electronics in April 2003. In February 2016, the defendant was transferred to Philips Lighting after it was set up to specialise in selling lighting products.During his employment with Philips Lighting, the defendant was responsible for handling orders placed by customers, including Supreme Profits International Limited (Supreme Profits)—a trading company in which his wife was the sole shareholder-cum-director. He was authorised to utilise promotion funds for clients to subsidise or give discount to Supreme Profits.Between February 2016 and November 2018, Supreme Profits had placed 3,848 purchase orders with Philips Lighting for total invoiced amount of about $107 million. During the period, a total sum of about $12 million from the promotion funds was used to subsidise Supreme Profits.The court heard that when the defendant joined Philips Electronics, he acknowledged receipt of a booklet of General Business Principles which stipulated that employees should promptly disclose any personal financial interest direct or indirect via a family member or acquaintance which could give rise to a conflict of interest.In 2016, 2017 and 2018, the defendant attended training conducted by an in-house legal counsel of Philips Lighting during which attendees were reminded to report any actual or potential conflict of interest to the company. But the defendant had never made any declaration to the company about his wife’s role and interest in Supreme Profits.Had Philips Lighting known that the defendant’s wife was the owner of Supreme Profits, it would have assigned other staff members to handle the transactions with Supreme Profits, and that it would not have agreed to the defendant’s suggestion to use the promotion funds to subsidise Supreme Profits.Philips Electronics and Philips Lighting had rendered full assistance to the ICAC during its investigation into the case.The prosecution was today represented by Senior Public Prosecutor Anthea Kwok, assisted by ICAC officer Ray Chan.",https://www.icac.org.hk/en/press/index_id_1191.html
28/9/2021,"Estate agent charged by ICAC with accepting $50,000 bribe over property transaction","The ICAC today (September 28) charged an estate agent with accepting a bribe of $50,000 from a subordinate for assisting the latter in a property transaction.The ICAC investigation arose from a corruption complaint. Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised charging the estate agent with one count of agent accepting an advantage, contrary to Section 9(1)(a) of the Prevention of Bribery Ordinance.Carrie Yeung Ka-lai, 45, senior branch manager of Centaline Property Agency Limited (Centaline Property), was released on ICAC bail, pending her appearance in the Shatin Magistrates’ Courts on Thursday (September 30) for plea.At the material time, the defendant was the senior branch manager of a branch of Centaline Property in Sai Kung. She was responsible for the overall management of the branch and supervising a team of estate agents.Centaline Property prohibited its branch managers to solicit and accept advantages from their subordinate estate agents for assisting the latter in any property transaction.The charge alleges that on or about September 18, 2019, the defendant, without lawful authority or reasonable excuse, accepted $50,000 from a subordinate estate agent as an inducement to or reward for assisting the latter in the sale and purchase of a private residential property in Sai Kung.ICAC enquiries revealed that on the same day, Centaline Property paid the subordinate estate agent over $120,000 as sales commission and the defendant over $40,000 as overriding commission for the aforesaid property transaction.Centaline Property has rendered full assistance to the ICAC during its investigation into the case.",https://www.icac.org.hk/en/press/index_id_1189.html
27/9/2021,Flat owner charged by ICAC with offering ‘laisee’ to property agent to avoid paying commission,"A property owner was charged by the ICAC today (September 27) with offering a ‘laisee’ of $10,000 to a property agent of an estate agency in a bid to avoid paying the agency commission in relation to the sale of his flat.The ICAC investigation arose from a corruption complaint. Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised charging the property owner with one count of offering an advantage to an agent, contrary to Section 9(2)(a) of the Prevention of Bribery Ordinance (POBO).Leung Ho-kwong, 54, retired, was released on ICAC bail. He will appear in the West Kowloon Magistrates’ Courts on Wednesday (September 29) for plea.In November 2020, the defendant entrusted Forever Agency Limited (FAL) to sell his flat in Tsuen Wan. With the assistance of a property agent of FAL, the defendant sold the flat at $7.08 million and agreed to pay one per cent of the transaction price, which was $70,800, to FAL as agency commission.The charge alleges that on or about February 9, 2021, the defendant, without lawful authority or reasonable excuse, offered a “laisee” of $10,000 to the property agent, as an inducement to or reward for the property agent ceasing to urge him for the full payment of the commission payable to FAL in relation to the selling of his flat.The property agent refused to accept the “laisee” concerned. FAL has rendered full assistance to the ICAC during its investigation into the case.Section 9 of the POBO states that no agent (including an employee) shall solicit or accept any advantage without the permission of his/her principal (including an employer) when conducting the principal’s affairs or business. Offering an advantage to an agent without his/her principal’s approval also constitutes bribery offence.An ICAC spokesperson reminds property owners and buyers to refrain from offering any advantages, including “laisees”, to property agents in relation to property transactions without the approval of their employers and the counterparties in the transactions.",https://www.icac.org.hk/en/press/index_id_1188.html
24/9/2021,ICAC chief calls on construction industry to adopt integrity management system to sustain competitive edge,"ICAC Commissioner Mr Simon Peh Yun-lu, officiating today (September 24) at the launching ceremony of the Construction Industry Integrity Charter, called on the construction sector to participate in the Charter and adopt the Integrity Management System (IMS) with a view to enhancing companies’ ethical management, anti-corruption capabilities and awareness of staff members to sustain the industry’s probity culture and promote its long-term development.“A comprehensive IMS is the ‘foundation’ of a construction company which would sustain the company’s steady growth, allowing it to build world-class skyscrapers,” said Mr Peh in his welcoming remarks.Today’s launching ceremony was jointly organised by the ICAC, the Development Bureau (DEVB) and the Construction Industry Council (CIC).  The Charter, covering three aspects, namely integrity policy, integrity training and integrity risk management, aims to promote the implementation of IMS to enhance professional ethics and probity within the industry. ""The IMS will facilitate a company to formulate integrity policy, enhance employees’ anti-graft awareness through integrity training, as well as adopt integrity risk management measures in its business operations,"" said Mr Peh.Mr Peh also noted that with the recognition and assistance of the DEVB, integrity policy and integrity training covered in the IMS had been included as one of the registration requirements for approved contractors for public works as well as suppliers of materials and specialist contractors for public works early this year.  He expected that the Charter would further promote the implementation of IMS in the construction industry.Other officiating guests at today’s launching ceremony included Permanent Secretary for Development (Works), Ir Lam Sai-hung; CIC Chairman, Mr Chan Ka-kui and its Executive Director, Ir Albert Cheng Ting-ning.Representatives from various government works departments, construction industry-related trade associations, professional bodies and major contractors also attended the ceremony.For more details of the Construction Industry Integrity Charter, please visit the Corruption Prevention Advisory Service webpage (https://cpas.icac.hk/EN/Info/TP_Library?cate_id=10025).",https://www.icac.org.hk/en/press/index_id_1187.html
24/9/2021,Policewoman charged by ICAC with soliciting and accepting over $1m unauthorised loans,"The ICAC today (September 24) charged a Woman Police Constable with soliciting unauthorised loans totalling over $1 million from a complainant of a theft case and accepting a loan of $60,000 from an arrestee of a fighting case.The ICAC investigation arose from a case referred by the Police. Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised charging the Woman Police Constable with three charges under the Prevention of Bribery Ordinance (POBO).Au Kar-man, 46, faces two counts of prescribed officer soliciting an advantage, and one count of prescribed officer accepting an advantage, all contrary to Section 3 of the POBO. She will appear in the Eastern Magistrates’ Courts on October 4 this year for plea.At the material time, the defendant was posted to a District Investigation Team of Eastern District. In November 2019, she was assigned to handle a theft case involving a restaurant.Two of the charges allege that on January 8 and March 16, 2020, the defendant, without the general or special permission of the Chief Executive (CE), respectively solicited a loan of $1 million and another loan of $30,000 from the complainant of the theft case.The remaining charge alleges that on May 11, 2020, the defendant, without the general or special permission of the CE, accepted a loan of $60,000 from an arrestee of a fighting case.ICAC investigation revealed that the complainant of the theft case did not accede to the defendant’s solicitations. The fighting case concerned was closed when the defendant accepted the loan from the aforesaid arrestee.Police has rendered full assistance to the ICAC during its investigation into the case.",https://www.icac.org.hk/en/press/index_id_1186.html
23/9/2021,"ICAC charges former hotel engineer with accepting $470,000 bribes over works projects","A former engineer of a hotel was charged by the ICAC today (September 23) with conspiracy to accept illegal rebates totalling over $470,000 from a works contractor for engaging and assisting the latter in completing various works projects of the hotel which were worth about $2.3 million in total.The ICAC investigation arose from a corruption complaint. Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised charging Wong Tin-lung, 44, former engineer of The Fleming, with one count of conspiracy for an agent to accept advantages, contrary to Section 9(1)(a) of the Prevention of Bribery Ordinance and Section 159A of the Crimes Ordinance.The defendant was released on ICAC bail, pending his appearance in the Eastern Magistrates’ Courts next Tuesday (September 28) for the case to be transferred to the District Court for plea.At the material time, the defendant was an engineer of The Fleming, a hotel in Wan Chai. He was responsible for supervising all engineering and maintenance works of the hotel.The charge alleges that between December 8, 2017 and October 31, 2019, the defendant conspired together with a director-cum-shareholder of a works contractor to accept from the director-cum-shareholder rebates consisting of part of the profits of the works contractor in projects which The Fleming had engaged it to carry out, without lawful authority or reasonable excuse, as an inducement to or reward for engaging and assisting the works contractor in completing the works projects for The Fleming.ICAC enquiries revealed that 39 projects, including air conditioning, fire services and lighting works, were conducted at The Fleming and a restaurant in the hotel. It is alleged that the total contract sum of the projects amounted to about $2.3 million and illegal rebates totalling over $470,000 were involved.The Fleming has rendered full assistance to the ICAC during its investigation into the case.",https://www.icac.org.hk/en/press/index_id_1184.html
23/9/2021,Twelve charged as ICAC probe reveals inflated container weighing fee scam,"The ICAC today (September 23) charged 11 cross-border truck drivers and a container weighing company operator with conspiracy to commit false accounting by inflating container weighing fees totalling over $390,000 in over 4,900 receipts submitted to a transportation company.The ICAC investigation arose from a corruption complaint. Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised charging the 12 persons with a total of 15 counts of conspiracy to commit false accounting, contrary to Section 19(1)(a) of the Theft Ordinance and Section 159A of the Crimes Ordinance.Eleven of the defendants, aged between 52 and 65, are then truck drivers of Sun Hing Container Transportation Limited (Sun Hing). They are Mak Pak-pui, Wong Che-keung, Sin Yun-sum, Wong Hoi-tak, Lai Tsan-chiu, Tsang Lik-hung, Chan Chung-yiu, Chan Chun-shing, Yip Fai, Wan Siu-ming and Cheung Wing-hong. The remaining defendant is Wan Chi-hing, 71, operator of New Colen Company (New Colen) and Skye Parking Limited (Skye Parking).All defendants were released on ICAC bail, pending their appearance in the Eastern Magistrates’ Courts next Tuesday (September 28) for the case to be transferred to the District Court for plea.At the material time, the 11 truck drivers were employed by Sun Hing which provided cross-border transportation services.In order to facilitate customs declaration, truck drivers of Sun Hing were required to drive their trucks to container weighing companies, including New Colen and Skye Parking ran by Wan, to weigh the containers.Truck drivers had to pay the container weighing fees in advance and would make reimbursement claims by submitting the relevant weighing receipts to Sun Hing.The alleged offences took place between March 1, 2016 and October 25, 2019.The charges allege that the 12 defendants conspired together and with other persons, to dishonestly, with a view to gain for themselves or another or with intent to cause loss to another, falsify the weighing receipts issued by seven container weighing companies for an accounting purpose, by concurring in the making of false entries purporting to show that the weighing fees charged by the seven container weighing companies ranged from $90 to $150.ICAC enquiries revealed that the actual weighing fees charged by the seven container weighing companies, including New Colen and Skye Parking, ranged from $25 and $110 per container. A total of over 4,900 weighing receipts were submitted to Sun Hing by the 11 truck drivers who allegedly inflated the weighing fees by over $390,000.Sun Hing has rendered full assistance to the ICAC during its investigation into the case.",https://www.icac.org.hk/en/press/index_id_1185.html
20/9/2021,Four charged by ICAC guilty of conspiracy to defraud over bonds placement of listed company,"Four persons, including two former senior executives of a then listed company, charged by the ICAC, were today (September 20) convicted at the District Court of conspiracy to defraud the company and its board of directors and shareholders as well as The Stock Exchange of Hong Kong Limited (SEHK) over the placement of bonds issued by the listed company.Mak Kwong-yiu, 47, former executive director of Convoy Financial Services Holdings Limited (Convoy Financial Services); Chan Lai-yee, 49, former financial controller of Convoy Financial Services (later promoted to chief financial officer); Wong Shuk-on, 42, former manager of Convoy Financial Services; and Lee Yick-ming, 51, former general manager of Gransing Securities Co., Limited (Gransing), were convicted of one count of conspiracy to defraud, contrary to Common Law. Mak, Chan and Wong were further found guilty of another similar offence.Deputy Judge Mr Newman Wong adjourned the case to October 9 for mitigation. The defendants were granted cash bail.The ICAC investigation commenced upon receiving complaints in 2017 which alleged breaches of the Prevention of Bribery Ordinance and the Securities and Futures Ordinance. An operation was jointly mounted with the Securities and Futures Commission (SFC) in December 2017. Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised charging the four defendants.The court heard that at the material time, Convoy Financial Services, later renamed as Convoy Financial Holdings Limited, was listed (publicly listed Convoy) on the Main Board of the SEHK. Gransing and Convoy Investment Services Limited (CIS), which was not a subsidiary of publicly listed Convoy, both provided dealing in securities regulated activity, such as bonds placement.Mak and two other former executive directors of publicly listed Convoy held substantial shares of CIS. The annual report of publicly listed Convoy at the material time disclosed that CIS was its connected person.On four occasions between July 8, 2014 and January 21, 2015, publicly listed Convoy engaged Gransing as the placing agent of four bond placing exercises of the publicly listed Convoy.The court heard that the defendants conspired together to arrange Gransing to further engage CIS as the sub-placing agent of the four exercises. One of the sub-placing letters was issued two weeks before Gransing was engaged by the publicly listed Convoy as a placing agent.CIS subsequently received around $49.6 million as sub-placing commission from publicly listed Convoy via Gransing and $1.2 million as bonus from Gransing under the sub-placing arrangements. In fact, Gransing did not place any bonds with any investor and CIS was the actual placing agent.The court heard that it was never disclosed to publicly listed Convoy and its board of directors and shareholders as well as the SEHK that CIS was the actual placing agent of the four bonds.Failure of the disclosure would have deprived shareholders of publicly listed Convoy of the right to vote for or against the sub-placing arrangements, and hindered SEHK’s enforcement of the Rules Governing the Listing of Securities on the SEHK.The SFC, SEHK and the then publicly listed Convoy have rendered full assistance to the ICAC during its investigation.The prosecution was today represented by Acting Deputy Director of Public Prosecutions Jonathan Man, Senior Assistant Director of Public Prosecutions Alice Chan and Senior Public Prosecutor Human Lam, assisted by ICAC officers Esther Poon and Neville Wong.An ICAC spokesperson said over the years the ICAC has strived to foster an ethical culture within the business community, and assist listed companies to enhance their corporate governance and directors’ ethics. The ICAC will continue to collaborate with relevant regulatory bodies, including the SFC, to combat corrupt and illicit activities in the financial market so as to uphold the integrity of the market, maintain a level playing field for businesses, and sustain Hong Kong’s status as an international financial centre.",https://www.icac.org.hk/en/press/index_id_1182.html
20/9/2021,Driver charged by ICAC admits work injury compensation fraud,"A driver, charged by the ICAC, today (September 20) admitted at the Kwun Tong Magistrates’ Courts that he had deceived three companies into granting him sick leaves and paying him work injury compensations totalling about $96,000 with false medical certificates and receipts issued by a registered Chinese medicine practitioner.Tsang Fan-kit, 27, driver, pleaded guilty to five charges—three of conspiracy to defraud, contrary to Common Law; and two of fraud, contrary to Section 16A(1) of the Theft Ordinance. The prosecution offered no evidence to three other fraud charges against him.Principal Magistrate Ms Bina Chainrai adjourned the case to October 5 this year for sentence, pending his background report. The defendant was remanded in the custody of the Correctional Services Department.Registered Chinese medicine practitioner, Tse Fook-cheong, 66, faced three counts of conspiracy to defraud jointly charged with Tsang. He earlier pleaded guilty to two of the charges while the prosecution offered no evidence to the remaining charge against him. Tse will be sentenced tomorrow (September 21).The case arose from a corruption complaint. Subsequent ICAC enquiries revealed the above offences.The court heard that at the material time, Tsang was separately employed as driver by TNT Express Worldwide (HK) Limited (TNT), The Garden Company Limited (Garden) and Hong Kong Television Networks Limited (HKTV). Tse was a registered Chinese medicine practitioner and the operator of a Chinese medical clinic—Hong Tak Tong.Between May 2016 and November 2018, Tsang respectively reported work injury to the three companies and took sick leaves by submitting 88 medical certificates issued by Tse. The sick leave certificates stated that Tsang was suffering from back pain.ICAC investigation revealed that 11 of the medical certificates covering 95 days of sick leave involving work injury compensations totalling about $ 47,000 were issued when Tse was out of town.When Tsang was taking sick leave granted by HKTV and Garden, he worked for another employer between September 2017 and February 2018. He further submitted various other medical certificates and receipts to the two companies to falsely claim work injury compensations amounting to about $49,000.Should Garden and HKTV know that Tsang was fit to work for another employer when he was granted sick leave, they would not have approved and released the relevant compensations to Tsang, the court heard.TNT, Garden and HKTV had rendered full assistance to the ICAC during its investigation into the case.The prosecution was today represented by ICAC officer Michael Lau.",https://www.icac.org.hk/en/press/index_id_1183.html
19/9/2021,ICAC chief visits Operations Control for EC Subsector Elections,"ICAC Commissioner Mr Simon Peh Yun-lu this (September 19) morning visited the Commission’s Operations Control set up for the Election Committee Subsector Elections, and noted that the ICAC would ensure a clean and fair election through a comprehensive three-pronged strategy integrating enforcement, prevention and education.For the first public election under the improved electoral system, in addition to its established investigative group tasked for handling election-related complaints, the ICAC’s Operations Department has strengthened its manpower to take robust enforcement actions against any corrupt and illegal conduct in breach of the electoral law, including those which may constitute manipulating or sabotaging the elections, and the publishing of alleged illegal content in relation to the elections via the Internet, etc.The Operations Department has also set up an Operations Control which will closely monitor any corrupt and illegal conduct in relation to the elections and coordinate the work of the ICAC’s various departments as well as communications with other government bodies.On the preventive front, officers of the ICAC’s Corruption Prevention Department today visited some of the polling stations to observe the voting and counting procedures, with a view to recommending graft preventive and enhancement measures for future elections if necessary.Officers of the ICAC’s Community Relations Department also stationed at the Operations Control to answer public enquiries about the Elections (Corrupt and Illegal Conduct) Ordinance and clean election messages made on the ICAC’s enquiry hotline (2920 7878).",https://www.icac.org.hk/en/press/index_id_1181.html
15/9/2021,Four guilty of bribes-for-votes in IT Functional Constituency at 2016 LegCo Election,"Four persons, charged by the ICAC for their roles in a vote buying and rigging scheme in relation to the Information Technology Functional Constituency (ITFC) of the 2016 Legislative Council (LegCo) General Election, were today (September 15) convicted at the District Court of accepting bribes to vote for a particular candidate at the election.Chan Wing-hang, Kwok Ka-kin, Lim Chak-him, all 24; and Ng Ka-ho, 23, were each found guilty of one count of engaging in corrupt conduct at an election by accepting an advantage, contrary to Section 11(1)(e) of the Elections (Corrupt and Illegal Conduct) Ordinance (ECICO).Judge Katherine Lo Kit-yee adjourned the case to tomorrow (September 16) for mitigation and granted the defendants cash bail.Seven co-defendants had earlier pleaded guilty to multiple counts of conspiracy to defraud, conspiracy to engage in corrupt conduct at an election by offering an advantage to others and engaging in corrupt conduct at an election by accepting an advantage. Six of them will also appear in court tomorrow for mitigation.They are Li Wai-man, then corporate affairs director of Taxi Drivers & Operators Association (TDOA); Poon Sau-fong, then clerk of TDOA; Lui Ah-fook, then executive committee member of TDOA; Lui Wai-fong and Lui King-yin, respectively young sister and son of Lui Ah-fook; and Chan Ki-nam, brother-in-law of Lui Wai-fong.Mitigation of co-defendant Yeung Yiu-hung, then vice secretary of TDOA, was adjourned to October 4 this year upon his application.The court heard that the 2016 LegCo General Election was held on September 4, 2016. Two candidates competed in the ITFC—one of the 29 functional constituencies in the LegCo.A person, who was registered as an elector in a Geographical Constituency or was eligible and had applied to be so registered, was eligible to register as an elector in the ITFC with the Registration and Electoral Office (REO) if the person possessed the membership of a professional body specified in the LegCo Ordinance, including the Institute of Electrical and Electronics Engineers, Inc., Hong Kong Section (IEEE).In about April 2016, Yeung Yiu-hung explored ways for TDOA members to vote in a Functional Constituency upon Li’s invitation and found that he could register as an elector of the ITFC after registering as a member of the IEEE.In the same month, Li sent a blank voter registration form to Poon via mobile phone message. With Li’s knowledge, Lui Ah-fook invited his three younger sisters via a mobile phone sibling chat group to join an “IT Club” for $1,000 each. Lui Ah-fook added that the trio were required to register as voters and vote as instructed in the ITFC of the 2016 LegCo General Election (the scheme). Lui Wai-fong also extended the invitation to her relatives, including Chan Ki-nam.The court heard that in mid-April 2016, Lui King-yin mentioned the scheme in two mobile phone chat groups with his schoolmates and associates. The four convicted defendants were group members of either one of the chat groups. Lui King-yin also noted that he would deduct $150 from the $1,000 and asked group members to invite friends to participate in it.After Lui Ah-fook, Lui Wai-fong and Lui King-yin gathered the personal particulars of 36 persons, including those of the four convicted defendants, Lui Ah-fook forwarded the consolidated information to Li on April 24, 2016.In mid-April 2016, Li started to send personal particulars of a number of persons to Poon for IEEE membership registration. Between April 12 and May 1, 2016, about 127 persons, including Li, Yeung Yiu-hung, Poon, and the aforesaid 36 persons associated with the Luis, were registered as full members of the IEEE with false information about their professional qualification, education and/or experience.Between April and May 2016, the IEEE membership fees of about US$32,000 (about HK$250,000) for several hundred persons were paid by Yeung Yiu-hung’s credit cards. The payments were subsequently settled by Li, mostly through cash deposited into Yeung Yiu-hung’s bank account at automatic teller machines.Between April 30 and May 2, 2016, the REO received the voter registration forms of 124 persons, all carrying the same typo misspelling “Engineers” in the full name of IEEE as “Enginess”. Based on their IEEE memberships, 118 of them were included in the 2016 Final Register of Electors of the ITFC.On May 21, 2016, Lui Wai-fong, Lui King-yin and Chan Ki-nam each collected $1,000 from Lui Ah-fook. On the following day, Lui King-yin paid $850 each to Chan Wing-hang, Kwok Ka-kin and Lim Chak-him during a dinner gathering. Ng Ka-ho also received $700 from Lui King-yin in the same month.Before the polling day, Li sent a message to Yeung Yiu-hung, Lui Ah-fook and Lui Wai-fong via a mobile phone chat group called “IE Group”, urging them to vote for Yeung Chuen-sing, a candidate competing in the ITFC at the 2016 LegCo General Election. On the polling day, Lui Wai-fong and Lui King-yin made the same appeal to participants in several mobile phone chat groups.The court heard that 19 out of the aforesaid 36 persons associated with the Luis had applied for ballot papers, including those for the ITFC, at their respective polling stations. Yeung Chuen-sing’s rival was elected in the ITFC at the 2016 LegCo General Election.The REO had rendered full assistance to the ICAC during its investigation into the case.The prosecution was today represented by Senior Assistant Director of Public Prosecutions David Chan, prosecuting counsel Newman Wong and Arthur Wong, and Public Prosecutor Dimitri Au-Yeung, assisted by ICAC officers Joseph Leung and Oscar Lau.",https://www.icac.org.hk/en/press/index_id_1179.html
15/9/2021,Ex-secondary school teacher jailed for breaching anti-bribery law and theft involving $5.3m over renovation projects,"A former teacher of a government-aided secondary school, charged by the ICAC, was today (September 15) sentenced to 46 months’ imprisonment at the District Court after pleading guilty to multiple offences under the anti-bribery law, theft and using copies of false instruments in deceiving the school of payments totalling $5.3 million in relation to 14 school facility renovation projects.Chiang Yi-hing, 39, former teacher of Leung Shek Chee College, pleaded guilty to a total of 18 charges—10 of agent using a document with intent to deceive his principal, contrary to Section 9(3) of the Prevention of Bribery Ordinance; five of theft, contrary to Section 9 of the Theft Ordinance; and three of using a copy of a false instrument, contrary to Section 74 of the Crimes Ordinance.In sentencing, Judge Mr Stanley Chan Kwong-chi said the deeds of the defendant constituted a breach of trust. He set up four companies with a view to defraud and abused his position and the trust placed on him by the school to commit various offences.The case arose from a corruption complaint. Subsequent ICAC enquiries revealed the above offences which took place between May 2016 and March 2020.At the material time, the defendant was a teacher of a government-aided secondary school—Leung Shek Chee College (the school). In September 2015, the school set up a committee to handle various school facility renovation projects. The defendant, who was a member of the committee, was responsible for contacting potential contractors to obtain quotations and inviting tenders for those projects.The court heard that the defendant had used five declarations of conflict of interest to mislead the school when he handled five projects in relation to the setting up of a history gallery, installation of classroom whiteboards, and replacement of LED tubes and 2,000 student chairs. The total contract sum of those projects was about $590,000.The defendant falsely declared that there was no existing or potential conflict of interest situation arising from his discharging of duties concerning the procurement of stores and services of the school relating to those projects.When handling five other projects involving the renovation of a chapel and supply and installation of aluminium sheets, classroom blinds and LED tubes, the defendant further used a set of tender summary and approval record and four sets of written quotation summary and approval record to mislead the school.The five sets of documents contained false statements that the defendant did not have any direct or indirect financial interest in any company or organisation involved in the procurement exercise for those projects with a total contract sum of about $690,000.The court also heard that the defendant had used a copy of a quotation purportedly accepted by the school to induce a furniture company proprietor to accept it as a copy of a genuine instrument. The quotation concerned the supply and installation of 56 sets of desks for the staff room and involved payment of about $290,000.ICAC enquiries revealed that the defendant had set up four companies and submitted quotations to the school in relation to the aforesaid 11 projects. Contracts of eight of the projects were eventually awarded to the four companies.In addition, the defendant stole from the school over $3.7 million, being payments for three other projects—two under the Mandatory Building Inspection Scheme (MBIS) and one for window repair, the contracts of which were awarded to two contractors frequently engaged by the school.On the two projects under the MBIS, the defendant further used a copy of a letter purportedly issued by the principal of the school and a copy of a payment certificate purportedly issued by a project consultant to respectively induce a decoration company proprietor and a staff member of the school to accept them as copies of genuine instruments.Leung Shek Chee College had rendered full assistance to the ICAC during its investigation into the case.The prosecution was today represented by Senior Public Prosecutor Antony Leung, assisted by ICAC officers Anthony Chan and Stanley Sizto.",https://www.icac.org.hk/en/press/index_id_1180.html
